App Id,Category,Result,Error Message,Version Code
com.digitalcosmos.shimeji,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.dirar.sowarsabahmassae,SOCIAL,False,Download unavailable for the given sdk_version,
com.directoriotigo.hwm,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.dirtybit.fra,GAME_RACING,False,Download unavailable for the given sdk_version,
com.disa,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.discord,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.distimo.phoneguardian,TOOLS,False,Download unavailable for the given sdk_version,
com.diylocker.lock,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.djinnworks.StickStuntBiker2.free,GAME_RACING,False,Download unavailable for the given sdk_version,
com.djinnworks.StickmanDownhill,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dl.app.div.dri,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.dlink.mydlinkunified,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.doctor.robot.rescue.mission,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.documentreader.documentapp.filereader,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.docusign.ink,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.docxreader.docx.reader,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.dodreams.driveahead,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dogbytegames.blockyrush,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dogbytegames.offroadlegends2,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dogbytegames.offroadlegendsfree,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dogbytegames.offtheroad,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dogbytegames.zombiesafari,GAME_RACING,False,Download unavailable for the given sdk_version,
com.doit.fun.games.offroad.rally.truck.apps,GAME_RACING,False,Download unavailable for the given sdk_version,
com.domobile.applock.lite,TOOLS,False,Does not exist for the given sdk_version,
com.domobile.applockwatcher,TOOLS,False,Download unavailable for the given sdk_version,
com.domobile.aut.agreen,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.domobile.aut.apink,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.domobile.aut.bbeam,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.domobile.aut.cbutterfly,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.domobile.aut.crain,PERSONALIZATION,False,Does not exist for the given sdk_version,
com.domobile.messenger,SOCIAL,False,Download unavailable for the given sdk_version,
com.domobile.videochat,SOCIAL,False,Does not exist for the given sdk_version,
com.doodle.android,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.door.modren.car.traffic.apps,GAME_RACING,True,,36
com.door.santa.claus.gift.delivery.christmas,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.dopetech.videocall,SOCIAL,False,Download unavailable for the given sdk_version,
com.doraemon.doraemonRepairShop,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dorianlabs.blindid,SOCIAL,False,Does not exist for the given sdk_version,
com.doubledigital.fishschooling,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.doubleread,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.douglas.main,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.download.free.videodownloader,TOOLS,False,Download unavailable for the given sdk_version,
com.download.funny.online,SOCIAL,False,Download unavailable for the given sdk_version,
com.downloader.privatebrowser,TOOLS,False,Download unavailable for the given sdk_version,
com.downloadlab.facebook.video.downloader,TOOLS,False,Download unavailable for the given sdk_version,
com.downloadwhatsappstatus.statussaver.videodownloader,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.downlood.sav.whmedia,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.dq.zombieskater.main,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.dramaton.slime,LIFESTYLE,False,Does not exist for the given sdk_version,
com.dream_studio.animalringtones,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.dreamgamez.helicopter.gunship.strike,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.dreamplay.realmoto.google,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dricodes.fontgenerator,PERSONALIZATION,False,,
com.dricodes.simboloseletrasdiferentesfree,TOOLS,False,Download unavailable for the given sdk_version,
com.driftwood.wallpaper.nightfall.free,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.driftwood.wallpaper.starlight.free,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.drilens.wamr,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.drive2,SOCIAL,False,Download unavailable for the given sdk_version,
com.droid.caller.id.phone.number.location,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.droid.developer.caller.screen.flash.gps.locator,TOOLS,False,Download unavailable for the given sdk_version,
com.droidhen.game.racingmoto,GAME_RACING,False,Download unavailable for the given sdk_version,
com.droidhen.game.xrunner,GAME_ADVENTURE,False,'Item not found.',
com.droidhen.paperracing,GAME_RACING,False,Download unavailable for the given sdk_version,
com.droidstudio.game.devil2,GAME_ADVENTURE,False,targetSdkVersion not found in manifest,
com.drone.gangster.attack.mission,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.dropbox.android,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.drweb,TOOLS,False,Download unavailable for the given sdk_version,
com.drweb.pro,TOOLS,False,Download unavailable for the given sdk_version,
com.dstukalov.walocalstoragestickers,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.dstukalov.watelegramstickers,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.dtapps.status.saver,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.dualar.dua,LIFESTYLE,False,Does not exist for the given sdk_version,
com.dubaipolice.uaedrifting,GAME_RACING,False,Download unavailable for the given sdk_version,
com.dubizzle.horizontal,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.duckduckgo.mobile.android,TOOLS,False,Download unavailable for the given sdk_version,
com.ducky.bikehill3d,GAME_RACING,False,Download unavailable for the given sdk_version,
com.duokan.phone.remotecontroller,TOOLS,False,Download unavailable for the given sdk_version,
com.duyp.vision.textscanner,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.eAlimTech.PTIMES,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.ea.game.nfs14_row,GAME_RACING,False,Download unavailable for the given sdk_version,
com.ea.games.r3_na,GAME_RACING,False,Download unavailable for the given sdk_version,
com.ea.games.r3_row,GAME_RACING,False,Download unavailable for the given sdk_version,
com.earhlink.mynet,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.easilydo.mail,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.easycard.wallet,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.easycodes.memesbr,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.easytouch.assistivetouch,TOOLS,False,Does not exist for the given sdk_version,
com.easyway.freewifi,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.eboks.activities,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.ecareme.asuswebstorage,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.echofon,SOCIAL,False,Download unavailable for the given sdk_version,
com.eci.citizen,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.eco.fastcharger,TOOLS,False,Download unavailable for the given sdk_version,
com.eco.global.app,LIFESTYLE,False,Does not exist for the given sdk_version,
com.edengames.GTSpirit,GAME_RACING,False,,
com.edgeround.lightingcolors.rgb,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.edit.clip.status.video,SOCIAL,False,'Item not found.',
com.eers.kraft.eerskraft,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.eg.deathpark2,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.ejjamtech.pingbooster.iap,LIBRARIES_AND_DEMO,False,Does not exist for the given sdk_version,
com.ejjamtech.rambooster.iap,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.ekaisar.android.eb,COMMUNICATION,False,,
com.elechand.ikmkpro,GAME_RACING,False,Does not exist for the given sdk_version,
com.elechand.ikmkpro7,GAME_RACING,False,Download unavailable for the given sdk_version,
com.elm.obd.harry.scan,COMMUNICATION,True,,63
com.elm.scan.obd.arny,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.emailapp.email.client.mail,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.emailclient.mailchecker.outlook.hotmail,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.emart.today,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.emeint.android.myservices,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.emoji.coolkeyboard,TOOLS,False,Download unavailable for the given sdk_version,
com.emoji.smiley.locker,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.emojifamily.emoji.keyboard,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.emojifamily.emoji.keyboard.art.love,SOCIAL,False,'Item not found.',
com.emojifamily.emoji.keyboard.font.twitteremoji,PRODUCTIVITY,False,'Item not found.',
com.emojifamily.emoji.keyboard.sticker.MiddleFingerGif,SOCIAL,False,'Item not found.',
com.emojifamily.emoji.keyboard.style.coloremoji,PERSONALIZATION,False,'Item not found.',
com.endless.racing.car.free.games,GAME_RACING,False,Download unavailable for the given sdk_version,
com.endressdreamky.loveting,SOCIAL,False,Does not exist for the given sdk_version,
com.englishtourdu.urdutoenglishdictionary,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.enlightment.screenshot,TOOLS,False,Download unavailable for the given sdk_version,
com.enlightment.voicecallrecorder,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.ennesoft.secretdiary,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.enoxsoftware.cvvtuberexample,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.entel.movil,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.enteriosoft.extremebalancer2,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.enteriosoft.extremebalancer3,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.enterkomug.justlo,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.entertain.androdoc,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.entertain.androwriter,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.entertain.androxls,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.entertainment.nokalite,SOCIAL,False,'Item not found.',
com.eonsoft.AutoCallRecoder,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.epson.documentscan,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.epson.mobilephone.android.epsonprintserviceplugin,TOOLS,False,Download unavailable for the given sdk_version,
com.equalizer.volume.music.bass.booster.tool,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.esealed.dalily,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.eset.ems2.gp,TOOLS,False,Download unavailable for the given sdk_version,
com.espirita.frases,LIBRARIES_AND_DEMO,False,Does not exist for the given sdk_version,
com.estmob.android.sendanywhere,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.eston.bikinibottoms,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.estsoft.alyac,TOOLS,False,Download unavailable for the given sdk_version,
com.etisalat,PRODUCTIVITY,False,Does not exist for the given sdk_version,
com.etudehouse,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.euphratesmedia.clockwidget,LIFESTYLE,False,Does not exist for the given sdk_version,
com.euroitlabs.translatorapp,COMMUNICATION,False,Does not exist for the given sdk_version,
com.europe.live,SOCIAL,False,Download unavailable for the given sdk_version,
com.evil.cogs.game,GAME_ADVENTURE,False,'Item not found.',
com.evlcm.cutewallpapers,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.ewut.allealimi,COMMUNICATION,False,Does not exist for the given sdk_version,
com.exatools.laserlevel,TOOLS,False,Download unavailable for the given sdk_version,
com.excel.apps.galaxy.launcher,PERSONALIZATION,False,Does not exist for the given sdk_version,
com.excelliance.multiaccounts,TOOLS,False,Download unavailable for the given sdk_version,
com.excentus.frn.android,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.exiongames.exionhillracing,GAME_RACING,False,Download unavailable for the given sdk_version,
com.exiongames.exionoffroadracing,GAME_RACING,False,Download unavailable for the given sdk_version,
com.existage.v4,GAME_RACING,False,Download unavailable for the given sdk_version,
com.existage.vasia,GAME_RACING,False,Download unavailable for the given sdk_version,
com.existage.vrr,GAME_RACING,False,Download unavailable for the given sdk_version,
com.explorationbase.ExplorationLite,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.explore.web.browser,SOCIAL,False,Download unavailable for the given sdk_version,
com.explorer.file.manager.fileexplorer.exfile,TOOLS,False,Download unavailable for the given sdk_version,
com.expressvpn.vpn,TOOLS,False,Download unavailable for the given sdk_version,
com.extremeenjoy.samayal,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.extremefungames.mototrafficrace,GAME_RACING,False,Download unavailable for the given sdk_version,
com.extremefungames.mototrafficrace2,GAME_RACING,False,Download unavailable for the given sdk_version,
com.exutech.chacha,SOCIAL,False,Download unavailable for the given sdk_version,
com.eyecon.global,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.eyesthegame.eyes,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.fa.bad.girls.wrestling.fighting.mania,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fa.gym.fighting.game,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.fa.tag.karate.fighting,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.facechat.live,SOCIAL,False,Download unavailable for the given sdk_version,
com.facemoji.lite.indian,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.facemoji.lite.xiaomi.gp,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.facetec.photoidmatchtester,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fachat.freechat,SOCIAL,False,Download unavailable for the given sdk_version,
com.faladdin.app,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.familywall,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.famousringtones2018p.populartones.bestringtones,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fancy.fontforu.hindikeyboard,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.fancy.fonts.style.keyboard.emojis.screen.number,PERSONALIZATION,False,Does not exist for the given sdk_version,
com.fancy.stylist.keyboard.font,PERSONALIZATION,True,,5
com.fancyapp.qrcode.barcode.scanner.reader,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.fancyforce.happywheels,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fancyu.videochat.love,SOCIAL,False,Download unavailable for the given sdk_version,
com.fancyu.videochat.love.pro,SOCIAL,False,Download unavailable for the given sdk_version,
com.fantasticdroid.flashalerts,TOOLS,False,Download unavailable for the given sdk_version,
com.farproc.wifi.analyzer,TOOLS,False,Download unavailable for the given sdk_version,
com.fashion.famous.frenzy.runway.showsumer,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fast.free.unblock.secure.vpn,TOOLS,False,Download unavailable for the given sdk_version,
com.fast.motorcycle.driver,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fastsigninemail.securemail.bestemail,COMMUNICATION,False,Does not exist for the given sdk_version,
com.fatowl.screensprofree,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.fb.glovebox,PERSONALIZATION,False,Does not exist for the given sdk_version,
com.fengiiley.frlegends,GAME_RACING,False,Download unavailable for the given sdk_version,
com.ffgames.racingincar,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fg.crazy.bike.traffic.racer.free,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fgs.ct,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fgz.us.police.eagle.robot.transform.flying.bike.game,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fgz.us.police.flying.helicopter.car.transform.robot.games,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.filaret.gotocardriving,GAME_RACING,False,Does not exist for the given sdk_version,
com.file.explorer.manager.space.clean,TOOLS,False,Download unavailable for the given sdk_version,
com.finalwire.aida64,TOOLS,False,Download unavailable for the given sdk_version,
com.finazzi.distquake,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.finchmil.thtclub,SOCIAL,False,Download unavailable for the given sdk_version,
com.fineapptech.ttalk,COMMUNICATION,True,,134
com.finestandroid.voiceeffect,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fingersoft.benjibananas,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fingersoft.benjibananasadventures,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.fingersoft.hcr2,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fingersoft.hillclimb,GAME_RACING,False,Download unavailable for the given sdk_version,
com.finjan.securebrowser,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.firasa.dirasa,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.firebreak.whatsclonemessenger,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.firebytemonee.MakeoverRun,GAME_RACING,False,Download unavailable for the given sdk_version,
com.first.plug.dorSir04,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fitness.debugger,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.fivebn.LL1_f2p,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fivedraw.nc,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fivestars.FiveStarsConsumer,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.fivestarsapp.bluekoalastickers,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.flashalerts3.oncallsmsforall,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.flashkeyboard.leds,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.flashlightsuper.tung.flashlight,TOOLS,False,Download unavailable for the given sdk_version,
com.flatfish.cal.privacy,TOOLS,False,'Item not found.',
com.flexaspect.android.everycallcontrol,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.flipdog.crypto.plugin,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.flower.morning,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.flowerstickers.wastickerapps,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.flufflydelusions.app.enotesclassiclite,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.fly.app.mail,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.flyersoft.plugin_pdf,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.flying.car.shooting,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.flyperinc.flychat,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.follower.dlyatiktok,SOCIAL,False,Does not exist for the given sdk_version,
com.followers.unfollowers,TOOLS,False,Download unavailable for the given sdk_version,
com.followstat,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.fontskeyboard.fonts,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.fooview.android.fooview,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.foranj.farmhouse,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.formula.car.racing.freegames,GAME_RACING,False,Download unavailable for the given sdk_version,
com.formula.car.racing.stunts.impossible.tracks2019,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.forsync,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.fortune.astroguru,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.fortunemirror,LIFESTYLE,False,'Item not found.',
com.fortunescope,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.foxit.mobile.pdf.lite,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.foxyapp.racingGamesBikeFree,GAME_RACING,False,Does not exist for the given sdk_version,
com.fps.shooting.coverfir.game2020,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fpsmeter.crosshairfree,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fractal360.go.launcherex.theme.gfl,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.frag.vrrollercoaster,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.free.alquran.holyquran.quranpak,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.free.fast.proxy.lion.vpn,TOOLS,False,'Item not found.',
com.free.fastvpn,TOOLS,False,'Item not found.',
com.free.lock.screen.pattern.lock,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.free.neo.vpn,TOOLS,False,Download unavailable for the given sdk_version,
com.free.turbo.unlimited.touch.vpn,TOOLS,False,Download unavailable for the given sdk_version,
com.free.unblock.melon.vpn,TOOLS,False,Download unavailable for the given sdk_version,
com.free.unlimited.lemon.vpn,TOOLS,False,Download unavailable for the given sdk_version,
com.free.unlimited.tapvpn.proxy,TOOLS,False,Download unavailable for the given sdk_version,
com.free.vpn.bunny,TOOLS,False,'Item not found.',
com.free.vpn.proxy.hotspot.snapvpn,TOOLS,False,Download unavailable for the given sdk_version,
com.free.vpn.shoora,TOOLS,False,'Item not found.',
com.free.vpn.tunnel.secure,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.free.wireless.hack.network.connection.hotspot.password.wifi,COMMUNICATION,False,Does not exist for the given sdk_version,
com.freedompop.ott,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.freedomrewardz,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.freegames.mountaincardriving,GAME_RACING,False,Download unavailable for the given sdk_version,
com.freerange.goosebumps,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.freevpnintouch,TOOLS,False,Download unavailable for the given sdk_version,
com.freewebnet.wificon4,COMMUNICATION,False,Does not exist for the given sdk_version,
com.frenzygames.fgs.offroad.farm.animal.transport.trailer.truck,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.frenzygames.fgs.uphill.offroad.pickup.driver.cargo.duty,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.friendscube.somoim,SOCIAL,True,,296
com.frimustechnologies.claptofind,TOOLS,False,Download unavailable for the given sdk_version,
com.frogmind.badland,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.frontline.sniper.commando.shootinggames,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.froop.app.kegs,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.frs.anaconda.snakeattack.simulator,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.fsck.k9,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.fsilva.marcelo.lostminer,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fsp.android.c,SOCIAL,False,,
com.fsp.android.phonetracker,TOOLS,False,,
com.ftw_and_co.happn,LIFESTYLE,False,Does not exist for the given sdk_version,
com.fulldive.mobile,COMMUNICATION,False,Does not exist for the given sdk_version,
com.fungames.gun.ops.cs.shoot.free,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.fungames.high.speed.real.car.racing,GAME_RACING,False,Download unavailable for the given sdk_version,
com.fungames.highway.traffic.race,GAME_RACING,False,Download unavailable for the given sdk_version,
com.funtome.api,COMMUNICATION,False,Download unavailable for the given sdk_version,
com.furiouscleaner.batterysaver,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.fury.shooting.strike2020,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.g19mobile.gamebooster,TOOLS,False,Download unavailable for the given sdk_version,
com.g5e.hiddencity.android,GAME_ADVENTURE,False,Does not exist for the given sdk_version,
com.g5e.homicidesquadpg.android,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.g5e.nightmares2.android,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.g5e.secretsociety,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.g5e.survivors,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.ga.us.army.counter.attack.fps.shooting.game,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.gaga.live,SOCIAL,False,Download unavailable for the given sdk_version,
com.gagalite.live,SOCIAL,False,Download unavailable for the given sdk_version,
com.gai.status.saver.ssw,SOCIAL,False,Download unavailable for the given sdk_version,
com.galaxy.glitter.live.wallpaper,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.galaxyapps.lock,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.galaxyapps.routefinder,PRODUCTIVITY,False,Download unavailable for the given sdk_version,
com.galaxys.camera4k,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.galaxys10wallpaper.topwallpaper2019.wallpapers2020,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.galaxys10wallpaper.wallpapergalaxys10.xrwallpaper,LIBRARIES_AND_DEMO,False,Does not exist for the given sdk_version,
com.galleryvault.VideoLocker,TOOLS,False,Download unavailable for the given sdk_version,
com.gamad.aquaman,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.gamad.busgamessimulator,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.gamad.shipgamessimulator,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gamania.swapub,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.game.BMX_Boy,GAME_RACING,False,Download unavailable for the given sdk_version,
com.game.SuperMii,PERSONALIZATION,False,Download unavailable for the given sdk_version,
com.game.demolitionderby,GAME_RACING,False,Download unavailable for the given sdk_version,
com.game.friends.android,SOCIAL,False,Download unavailable for the given sdk_version,
com.game.globalsoccerleague.footballgame,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.game.survivalisland.fightforsurvival.free,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.game.survivalisland.woodcraft.pro,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gamebasic.decibel,TOOLS,False,Download unavailable for the given sdk_version,
com.gameberry.baby.house,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gamecrew.flying.goat.transform.robot.war.robot.hero,LIBRARIES_AND_DEMO,False,Download unavailable for the given sdk_version,
com.gamecrush.royalindiangirlweddingarrangemarriagegame,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.gamefeast.robot.war.flying.robot.bike,LIFESTYLE,False,Download unavailable for the given sdk_version,
com.gamefirst.Jurassic.Survival.Island.ARK2,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gamefirst.arkofcraftsdinosaurs,GAME_ADVENTURE,True,,3303
com.gameflag.prison.escapemission.survival,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gameinsight.gplay.mmanor,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gameinsight.mirrorsofalbionandroid,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gamelead.endless.cat.run,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gameline.survivalcraftfree,GAME_ADVENTURE,False,Download unavailable for the given sdk_version,
com.gameloft.android.ANMP.GloftA8HM,GAME_RACING,False,Download unavailable for the given sdk_version,
com.gameloft.android.ANMP.GloftA9HM,GAME_RACING,False,,
com.gameloft.android.ANMP.GloftAGHM,GAME_RACING,False,Download unavailable for the given sdk_version,
